原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
NBSY-0218SD,56,25608,693,457,876,362
NBSY-0218SD,56,25609,693,2148,876,578
NBSY-0218SD,56,25610,0,348,1579,330
NBSY-0218SD,57,25611,0,380,0,475.5
NBSY-0218SD,57,25612,380,402,0,2236
NBSY-0218SD,57,25613,782,319,0,541
NBSY-0218SD,57,25614,782,442,0,439
NBSY-0218SD,57,25615,0,358.5,475.5,939
NBSY-0218SD,57,25616,0,1822,475.5,350
NBSY-0218SD,57,25617,0,459,475.5,258
NBSY-0218SD,57,25618,782,58,825.5,694
NBSY-0218SD,58,25619,0,118,0,457
NBSY-0218SD,58,25620,0,1298,0,38
NBSY-0218SD,58,25621,118,402.5,38,734
NBSY-0218SD,58,25622,520.5,38,38,556
NBSY-0218SD,58,25623,558.5,58,38,443
NBSY-0218SD,58,25624,616.5,378,38,38
NBSY-0218SD,58,25625,616.5,328,76,401
NBSY-0218SD,58,25627,616.5,400,477,377
NBSY-0218SD,58,25628,0,309.5,772,376
NBSY-0218SD,58,25629,994.5,52.5,38,413
NBSY-0218SD,58,25630,309.5,358,854,400
NBSY-0218SD,58,25631,0,885,1254,746
NBSY-0218SD,58,25632,0,1859,1254,330
NBSY-0218SD,58,25633,0,1148,1254,466
NBSY-0218SD,58,25634,667.5,438,854,78
NBSY-0218SD,59,25635,0,2284,0,406
NBSY-0218SD,59,25636,0,371,406,384
NBSY-0218SD,59,25637,371,688,406,401
NBSY-0218SD,59,25638,0,584.5,807,58
NBSY-0218SD,59,25639,0,574,807,2301
NBSY-0218SD,60,25640,0,648,0,1368
NBSY-0218SD,60,25641,0,774,1368,198
NBSY-0218SD,60,25642,648,58,0,1343
NBSY-0218SD,60,25643,706,298,0,298
NBSY-0218SD,60,25644,706,295,298,777
NBSY-0218SD,60,25645,774,384.5,1075,967
NBSY-0218SD,60,25646,774,380,1075,1098
NBSY-0218SD,60,25647,0,364.5,1566,391
NBSY-0218SD,60,25648,0,492,1957,58
NBSY-0218SD,60,25649,1004,181,0,425
NBSY-0218SD,60,25650,1004,812,0,557
NBSY-0218SD,61,25651,0,327,0,161
NBSY-0218SD,61,25652,327,498,0,238
NBSY-0218SD,61,25654,0,491,238,438
NBSY-0218SD,61,25655,0,752,676,377
NBSY-0218SD,61,25656,0,518,1053,763
NBSY-0218SD,61,25657,825,277,0,286
NBSY-0218SD,61,25658,825,2201,0,201
NBSY-0218SD,61,25659,752,240,286,830
NBSY-0218SD,61,25660,0,908,1816,148
NBSY-0218SD,61,25661,1102,118,201,238
NBSY-0218SD,61,25662,992,213.5,439,560
NBSY-0218SD,61,25663,992,298,439,1781
NBSY-0218SD,61,25664,992,2148,439,58
NBSY-0218SD,61,25665,518,380,1116,528
NBSY-0218SD,62,25666,0,526,0,498
NBSY-0218SD,62,25667,526,459,0,259.5
NBSY-0218SD,62,25668,526,378,259.5,373
NBSY-0218SD,62,25669,985,58,0,1357
NBSY-0218SD,62,25670,1043,38,0,1098
NBSY-0218SD,62,25671,0,557,632.5,974
NBSY-0218SD,62,25672,0,460,498,58
NBSY-0218SD,62,25673,557,430,1357,339
NBSY-0218SD,62,25674,557,377,632.5,681
NBSY-0218SD,62,25675,0,538,1606.5,459
NBSY-0218SD,62,25676,538,238,1696,118
NBSY-0218SD,62,25677,776,325.5,1696,339.5
