原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
YW10-0218S,11,76,555,153,866,898
YW10-0218S,12,77,0,237,0,762
YW10-0218S,12,78,237,214.5,0,282
YW10-0218S,12,79,451.5,495,0,1024
YW10-0218S,12,80,0,530,1024,578
YW10-0218S,12,81,0,2273,1024,576
YW10-0218S,12,82,946.5,158,0,288
YW10-0218S,12,83,946.5,226.5,288,443
YW10-0218S,12,85,530,540,1600,748.5
YW10-0218S,13,86,0,177,0,197.5
YW10-0218S,13,87,0,1165,197.5,571
YW10-0218S,13,88,0,430,768.5,1350.5
YW10-0218S,13,89,177,448,0,58
YW10-0218S,13,90,430,278,768.5,478
YW10-0218S,13,92,708,299,768.5,668
YW10-0218S,13,93,430,555,1436.5,761
YW10-0218S,14,94,0,327,0,1162
YW10-0218S,14,95,327,58,0,1462
YW10-0218S,14,96,327,2101,0,329
YW10-0218S,14,97,385,558,329,711
YW10-0218S,14,98,0,881,1462,428
YW10-0218S,14,99,0,930,1462,1121
YW10-0218S,15,100,0,530,0,1998
YW10-0218S,15,101,530,367,0,517
YW10-0218S,15,102,530,530,0,1998
YW10-0218S,15,103,530,277,0,643
YW10-0218S,15,104,0,255.5,1998,419.8
YW10-0218S,15,105,0,317,1998,674
YW10-0218S,16,106,0,446.5,0,793
YW10-0218S,16,107,446.5,538.5,0,660
YW10-0218S,16,108,0,935.5,793,369
YW10-0218S,16,109,0,347,793,1797
YW10-0218S,16,111,446.5,278,660,38
YW10-0218S,16,112,446.5,898,660,367
YW10-0218S,16,113,446.5,2398,660,328
YW10-0218S,16,114,347,393,1162,309
YW10-0218S,17,115,0,78,0,338
YW10-0218S,17,116,78,560,0,498.5
YW10-0218S,17,117,638,517,0,1480
YW10-0218S,17,118,638,2388,0,558
YW10-0218S,17,119,0,58,338,1625
YW10-0218S,17,120,0,1235.5,338,282
YW10-0218S,18,121,0,190,0,840
YW10-0218S,18,122,190,579,0,2001
YW10-0218S,18,123,769,370,0,308
YW10-0218S,18,124,769,118,308,388
YW10-0218S,18,125,769,369,696,1458
YW10-0218S,18,126,887,158,308,388
YW10-0218S,18,127,1139,58,0,938
YW10-0218S,18,128,1139,380,0,747
YW10-0218S,18,129,0,58,840,860
YW10-0218S,18,130,0,942,2154,58
YW10-0218S,18,131,58,58,840,847
YW10-0218S,19,132,0,788,0,698
YW10-0218S,19,133,0,557,698,394
YW10-0218S,19,134,788,266.5,0,393.5
YW10-0218S,19,135,557,439,698,245
YW10-0218S,19,136,557,1625,698,377
YW10-0218S,19,137,557,377,698,2065
YW10-0218S,19,138,557,844,698,395
YW10-0218S,20,139,0,439,0,355
YW10-0218S,20,140,439,568,0,92.5
YW10-0218S,20,141,1007,38,0,1798
YW10-0218S,20,142,439,395,92.5,394
YW10-0218S,20,143,0,428,355,723
YW10-0218S,20,144,428,537,486.5,116
YW10-0218S,20,145,428,484,602.5,365.3
YW10-0218S,20,146,428,241,967.8,416
YW10-0218S,20,147,0,950,1383.8,58
YW10-0218S,20,148,1045,58,0,724
YW10-0218S,20,149,0,942,1441.8,58
YW10-0218S,20,150,0,2098,1441.8,558
YW10-0218S,20,151,0,399,1078,58
YW10-0218S,20,152,0,1884,1078,98
YW10-0218S,20,153,0,777,1999.8,327
YW10-0218S,21,155,0,414.5,0,535
YW10-0218S,21,156,414.5,491,0,1165
YW10-0218S,21,157,905.5,151.5,0,414
YW10-0218S,21,158,0,468,1165,575
YW10-0218S,21,159,0,2118,1165,58
YW10-0218S,21,160,0,956,1740,58
YW10-0218S,21,161,905.5,298,414,649.5
YW10-0218S,21,162,905.5,1642,414,579
YW10-0218S,21,163,0,361,535,327
YW10-0218S,21,164,468,558,1223,418
YW10-0218S,21,165,0,358,862,301
YW10-0218S,22,166,0,548,0,840
YW10-0218S,22,167,548,463.3,0,275
YW10-0218S,22,168,548,238,275,118
YW10-0218S,22,169,548,1962,275,734
YW10-0218S,22,170,548,38,275,2393
YW10-0218S,22,171,0,508,840,710
YW10-0218S,23,172,0,118,0,288
YW10-0218S,23,173,0,1417,0,58
YW10-0218S,23,174,118,402,58,921
YW10-0218S,23,175,520,460,58,373
YW10-0218S,23,176,520,488,431,118
YW10-0218S,23,177,520,347,549,888.5
YW10-0218S,23,178,867,248,549,327
YW10-0218S,23,179,0,464,979,418
YW10-0218S,23,180,867,260,876,378
YW10-0218S,23,181,1115,58,58,718
YW10-0218S,23,182,1127,58,776,1012
YW10-0218S,23,183,1127,2028,776,58
YW10-0218S,23,184,0,577,1437.5,38
YW10-0218S,23,185,0,395,1437.5,2284
YW10-0218S,23,186,395,580,1475.5,448
YW10-0218S,23,187,395,58,1475.5,1498
YW10-0218S,24,188,0,360,0,701.5
YW10-0218S,24,189,360,358,0,769
YW10-0218S,24,190,718,58,0,590
YW10-0218S,24,191,776,58,0,302
YW10-0218S,24,192,0,783,769,577
YW10-0218S,24,193,0,1818,769,58
YW10-0218S,24,194,834,370,0,308
YW10-0218S,24,195,0,581.5,1346,92.5
YW10-0218S,24,196,0,706.5,1438.5,350.5
YW10-0218S,24,197,0,707,1789,489
YW10-0218S,24,198,0,534,1789,272.5
YW10-0218S,24,199,783,92.5,827,568
YW10-0218S,24,200,776,388,308,158
YW10-0218S,24,201,776,560.5,308,360.3
YW10-0218S,24,202,776,1128,308,348
YW10-0218S,25,203,0,770,0,662
YW10-0218S,25,204,770,198.5,0,743
YW10-0218S,25,205,0,488,662,485
YW10-0218S,25,206,488,579,743,1012
YW10-0218S,25,207,0,447,1147,560
YW10-0218S,25,208,0,521,1755,398
YW10-0218S,26,209,0,912,0,529
YW10-0218S,26,210,0,568,529,246
YW10-0218S,26,211,912,58,0,821
YW10-0218S,26,212,0,407,775,277.5
YW10-0218S,26,213,407,762,821,78
YW10-0218S,26,214,407,328,821,2353
YW10-0218S,26,216,735,327,899,712
YW10-0218S,26,217,735,2098,899,503
YW10-0218S,27,218,0,489,0,344
YW10-0218S,27,219,489,78,0,488
YW10-0218S,27,220,567,308,0,760
YW10-0218S,27,221,0,812,760,58
YW10-0218S,27,222,0,508,818,361
YW10-0218S,27,223,508,706,818,279
YW10-0218S,27,224,0,489,344,357.5
YW10-0218S,27,225,508,550,1097,498.5
YW10-0218S,27,226,0,410,1179,556
YW10-0218S,27,227,410,582.5,1595.5,489
YW10-0218S,27,228,410,297,1595.5,971
YW10-0218S,27,229,410,579,1595.5,801
YW10-0218S,27,230,0,396.5,1735,317
YW10-0218S,28,231,0,441,0,546
YW10-0218S,28,232,0,2418,0,58
YW10-0218S,28,233,441,468.5,58,816
YW10-0218S,28,234,0,495,874,395
YW10-0218S,28,235,0,882,1269,58
YW10-0218S,28,236,0,393.5,546,266.5
YW10-0218S,28,237,495,651,874,239
YW10-0218S,28,238,0,524.5,1327,383.8
YW10-0218S,28,239,909.5,132.5,58,483
YW10-0218S,28,240,882,193.5,1113,803
YW10-0218S,28,241,0,518,1710.8,370
YW10-0218S,28,242,0,459.5,1710.8,904
YW10-0218S,28,243,0,248,1710.8,1273
YW10-0218S,28,244,524.5,238,1327,388
YW10-0218S,28,245,518,462,1916,379
YW10-0218S,28,246,518,312,1916,277
YW10-0218S,29,247,0,762,0,327
YW10-0218S,29,248,0,847,327,583
YW10-0218S,29,249,0,388.5,910,342.5
YW10-0218S,29,250,388.5,462,910,379
YW10-0218S,29,251,388.5,2301,910,632
YW10-0218S,29,252,847,360.3,0,560.5
YW10-0218S,29,253,0,488,1542,118
YW10-0218S,29,254,488,132.5,1542,655
YW10-0218S,30,255,0,848,0,470
YW10-0218S,30,256,0,2161,0,298
YW10-0218S,30,257,0,529,470,677
YW10-0218S,30,259,529,458,470,397.5
YW10-0218S,30,260,987,38,298,638
YW10-0218S,30,261,529,508,936,361
YW10-0218S,30,262,529,437,936,2020
YW10-0218S,31,263,0,372.5,0,2109
YW10-0218S,31,264,372.5,370,0,1473
YW10-0218S,31,265,372.5,1247,0,722
YW10-0218S,31,266,372.5,930,0,358
YW10-0218S,31,267,742.5,298,722,368
YW10-0218S,32,269,0,279,0,706
YW10-0218S,32,270,279,912,0,2251
YW10-0218S,32,271,279,469,0,933
YW10-0218S,32,272,279,461,0,373
YW10-0218S,33,273,0,198,0,488
YW10-0218S,33,274,0,1048,488,58
YW10-0218S,33,275,198,356,0,38
YW10-0218S,33,276,198,705,38,163
YW10-0218S,33,277,0,579,546,1382
YW10-0218S,33,278,579,577,546,509.5
YW10-0218S,33,279,579,479,1055.5,508
YW10-0218S,33,280,903,316.5,0,420
YW10-0218S,33,281,198,402,201,249
YW10-0218S,33,282,579,517,1563.5,367
YW10-0218S,33,283,579,343,1563.5,877
YW10-0218S,33,284,579,132.5,1563.5,690
YW10-0218S,33,285,600,237,201,58
YW10-0218S,33,286,600,545,201,668
YW10-0218S,34,287,0,458,0,2058
YW10-0218S,34,288,458,327.5,0,711
YW10-0218S,34,289,458,558,711,448
YW10-0218S,34,290,785.5,294.5,0,437
YW10-0218S,34,291,785.5,288,437,118
YW10-0218S,34,292,1080,38,0,898
YW10-0218S,34,293,458,632,1159,58
YW10-0218S,34,294,458,2201,1159,484
YW10-0218S,35,295,0,460,0,373
YW10-0218S,35,296,460,453.8,0,696.5
YW10-0218S,35,297,0,758,696.5,308
YW10-0218S,35,298,913.8,277,0,962
YW10-0218S,35,299,758,58,696.5,898
YW10-0218S,35,300,0,328,373,322
YW10-0218S,35,301,816,308,962,765
YW10-0218S,35,302,0,610,1004.5,651
YW10-0218S,35,303,0,846,1727,564
YW10-0218S,36,304,0,2368,0,328
YW10-0218S,36,305,0,564,328,414.5
YW10-0218S,36,306,564,368,328,298
YW10-0218S,36,307,0,867,742.5,761
YW10-0218S,36,308,564,314,626,38
YW10-0218S,36,309,0,998,1503.5,310
YW10-0218S,36,310,0,1122,1503.5,729
YW10-0218S,37,311,0,361,0,508
YW10-0218S,37,312,361,296,0,331
YW10-0218S,37,313,361,2101,0,904
YW10-0218S,37,314,0,58,508,380
YW10-0218S,38,315,0,288,0,198
YW10-0218S,38,316,288,815,0,395
YW10-0218S,38,317,288,577.5,0,2182
YW10-0218S,38,318,288,578,0,2198
YW10-0218S,39,319,0,428,0,723
YW10-0218S,39,320,0,2014,0,383.8
YW10-0218S,39,321,428,378.8,383.8,464
YW10-0218S,39,323,428,1541,383.8,327
YW10-0218S,39,324,806.8,98,710.8,743
YW10-0218S,39,325,0,811,1453.8,761
YW10-0218S,39,326,0,1273,1453.8,248
YW10-0218S,39,327,904.8,128,710.8,347
YW10-0218S,39,328,1032.8,78,710.8,628
YW10-0218S,40,329,0,696.5,0,453.8
YW10-0218S,40,330,696.5,290,0,2098
YW10-0218S,40,331,696.5,1378,0,598
YW10-0218S,40,332,0,328,453.8,1797
YW10-0218S,40,333,0,588,453.8,572
YW10-0218S,40,334,0,415,453.8,474.5
YW10-0218S,41,335,0,488,0,158
YW10-0218S,41,336,488,288,0,158
YW10-0218S,41,337,0,761,158,308
YW10-0218S,41,338,0,841,466,83
YW10-0218S,41,339,0,2081,466,579
YW10-0218S,41,340,0,58,466,1998
YW10-0218S,41,342,776,398,0,278
YW10-0218S,41,343,58,364,1045,439
YW10-0218S,41,344,422,771,1045,58
YW10-0218S,41,345,422,278,1103,617
YW10-0218S,41,346,422,348,1103,1781
YW10-0218S,42,347,0,830,0,361
YW10-0218S,42,348,0,1382,0,577.5
YW10-0218S,42,349,0,2418,0,58
YW10-0218S,42,350,0,58,0,2062
YW10-0218S,42,351,58,328,577.5,973
YW10-0218S,42,352,386,723,577.5,477.5
YW10-0218S,42,353,386,278,1055,680
YW10-0218S,42,354,664,246,1055,568
YW10-0218S,42,356,58,777,1735,435
YW10-0218S,42,357,58,443,1735,444
YW10-0218S,43,358,0,660,0,58
YW10-0218S,43,359,660,489,0,504
YW10-0218S,43,360,1149,58,0,2196
YW10-0218S,43,361,1149,1618,0,398
YW10-0218S,43,362,0,58,58,2292
YW10-0218S,43,363,58,797,504,132.5
YW10-0218S,43,364,855,128,504,1498
YW10-0218S,43,365,855,580,504,1998
YW10-0218S,43,366,58,373.5,58,348
YW10-0218S,43,367,58,361,636.5,527
YW10-0218S,44,368,0,503,0,448
YW10-0218S,44,369,503,88,0,841
YW10-0218S,44,370,591,383.8,0,524.5
YW10-0218S,44,371,974.8,216,0,573
YW10-0218S,44,372,0,754,841,289
YW10-0218S,44,373,0,841,1130,528
YW10-0218S,44,374,0,740,1658,708
YW10-0218S,45,375,0,438,0,238
YW10-0218S,45,376,438,462,0,991
YW10-0218S,45,377,900,158,0,488
YW10-0218S,45,378,0,821,991,599.5
YW10-0218S,45,379,0,2098,991,558
YW10-0218S,45,380,0,98,991,1998
YW10-0218S,45,381,0,170,238,568
YW10-0218S,45,382,0,363,806,172.5
YW10-0218S,46,383,0,555,0,841
YW10-0218S,46,384,555,477,0,691
YW10-0218S,46,386,555,622.5,691,811
YW10-0218S,46,387,0,379,841,463.5
YW10-0218S,46,388,0,384,841,2034
YW10-0218S,46,389,384,733.1,1502,58
YW10-0218S,47,390,0,474.5,0,441.5
YW10-0218S,47,391,0,787,441.5,898
YW10-0218S,47,392,474.5,420,0,376.5
YW10-0218S,47,393,474.5,559,0,1517
YW10-0218S,47,394,0,542,1517,571
YW10-0218S,47,395,0,1658,1517,398
YW10-0218S,48,396,0,389,0,484
YW10-0218S,48,397,389,760,0,327
YW10-0218S,48,398,389,562,327,728
YW10-0218S,48,399,0,898,1055,237
YW10-0218S,48,400,0,980,1292,558
YW10-0218S,48,401,0,480,1292,771
YW10-0218S,48,402,0,1001,2063,299
YW10-0218S,48,403,951,198,327,488
YW10-0218S,48,404,951,459.5,327,329
YW10-0218S,48,405,951,413,327,682
YW10-0218S,49,406,0,778,0,453.8
YW10-0218S,49,407,778,299,0,1618
YW10-0218S,49,408,0,438,453.8,98
YW10-0218S,49,409,0,579,551.8,821
YW10-0218S,49,410,0,370.5,1372.8,684
YW10-0218S,49,411,370.5,415,1618,412.5
YW10-0218S,49,412,370.5,1194,1618,495
YW10-0218S,49,413,370.5,259,1618,400
YW10-0218S,49,414,1077,78,0,1598
YW10-0218S,49,415,1077,598,0,330
YW10-0218S,49,416,1155,58,330,822
YW10-0218S,50,417,0,58,0,666
YW10-0218S,50,418,0,1934,0,421
YW10-0218S,50,419,58,379,421,728
YW10-0218S,50,420,437,783,421,578
YW10-0218S,50,421,437,555,999,841
YW10-0218S,50,422,0,503,1840,448
YW10-0218S,50,423,0,355,1840,888.5
YW10-0218S,51,424,0,58,0,460
YW10-0218S,51,425,0,2251,0,762
YW10-0218S,51,426,0,996.5,762,360.5
YW10-0218S,51,427,0,1619.5,762,276.5
YW10-0218S,51,428,0,58,762,1970
YW10-0218S,52,429,0,38,0,798
YW10-0218S,52,430,0,2001,0,871
YW10-0218S,52,431,0,898,871,398
YW10-0218S,52,432,0,353,1269,132.5
YW10-0218S,52,433,0,942,1401.5,392
YW10-0218S,52,434,0,294,1401.5,844.5
YW10-0218S,52,436,898,322,871,328
YW10-0218S,53,437,0,489,0,707
YW10-0218S,53,438,489,395,0,425
YW10-0218S,53,439,489,1437,0,58
YW10-0218S,53,440,489,380,425,1028
YW10-0218S,53,441,884,38,58,766
YW10-0218S,53,442,884,328,58,1797
YW10-0218S,53,443,0,579,1453,195
YW10-0218S,53,444,0,350.5,1453,898
YW10-0218S,53,445,0,991,1453,462
YW10-0218S,53,447,0,370,707,308
YW10-0218S,54,448,0,798,0,357
YW10-0218S,54,449,798,153.5,0,2328.5
YW10-0218S,54,450,951.5,58,0,362
YW10-0218S,54,451,0,306,357,395
YW10-0218S,54,452,306,370,357,1198
YW10-0218S,54,453,0,549,1555,771
YW10-0218S,54,454,1009.5,58,0,2224
YW10-0218S,54,455,1009.5,370,0,227
YW10-0218S,54,456,1009.5,656.5,0,811
YW10-0218S,54,457,1009.5,575,0,847
YW10-0218S,54,458,0,158,752,438
YW10-0218S,55,459,0,907.5,0,261.5
YW10-0218S,55,460,0,811,261.5,328.5
YW10-0218S,55,461,0,821,261.5,1901
YW10-0218S,55,462,821,328,261.5,880
YW10-0218S,55,463,821,588,261.5,572
YW10-0218S,56,464,0,577,0,58
YW10-0218S,56,465,577,58,0,362
YW10-0218S,56,466,635,58,0,777
YW10-0218S,56,467,0,671,777,358
YW10-0218S,56,468,0,776,1135,489
YW10-0218S,56,469,0,594,362,366
YW10-0218S,56,470,0,997,1624,310
YW10-0218S,56,471,0,997,1934,310
YW10-0218S,56,472,0,541,58,92.5
YW10-0218S,56,473,693,370,0,508
YW10-0218S,56,474,693,395,0,2284
YW10-0218S,56,475,1088,52.5,0,318.5
YW10-0218S,56,476,1088,290,0,498.5
YW10-0218S,56,477,0,338,150.5,158
YW10-0218S,56,478,1088,58,498.5,548
YW10-0218S,57,479,0,588,0,2338
YW10-0218S,57,480,588,168,0,779
YW10-0218S,57,481,588,2114,0,441.5
YW10-0218S,57,482,588,579,779,468.5
YW10-0218S,57,483,588,488,1247.5,158
YW10-0218S,58,484,0,984,0,577
YW10-0218S,58,485,0,457.5,577,729
YW10-0218S,58,486,457.5,502,577,477
YW10-0218S,58,487,457.5,488,1054,118
YW10-0218S,58,488,457.5,488,1172,118
YW10-0218S,58,489,457.5,577,1290,796
YW10-0218S,58,490,0,526,2086,132.5
YW10-0218S,58,491,526,668.4,2086,289
YW10-0218S,58,492,526,560,2086,863
YW10-0218S,59,493,0,580,0,2098
YW10-0218S,60,494,0,466,0,463
YW10-0218S,60,495,0,2108,0,58
YW10-0218S,60,497,466,489,58,272.5
YW10-0218S,60,498,466,421,330.5,58
YW10-0218S,60,499,0,1007,463,1797
YW10-0218S,60,500,1007,48,58,482
YW10-0218S,60,501,1007,747,58,380
YW10-0218S,60,502,1055,149,438,437.5
YW10-0218S,60,503,1055,351.5,438,517
YW10-0218S,61,504,0,881,0,387.5
YW10-0218S,61,507,0,618,387.5,580
YW10-0218S,61,508,618,431,387.5,767
YW10-0218S,61,509,0,483,967.5,308
YW10-0218S,61,510,0,438.5,967.5,2291
YW10-0218S,62,511,0,2063.5,0,430
YW10-0218S,62,512,0,444,430,151.5
YW10-0218S,62,513,444,417,430,522
YW10-0218S,62,514,444,340.8,430,2014
YW10-0218S,62,515,0,434.5,581.5,407.5
YW10-0218S,62,516,0,454,581.5,834
YW10-0218S,62,517,861,118,430,488
YW10-0218S,62,518,861,461,430,373
YW10-0218S,62,519,861,716,430,318
YW10-0218S,63,520,0,288,0,158
YW10-0218S,63,521,288,444,0,444.5
YW10-0218S,63,522,732,329,0,544
YW10-0218S,63,523,0,387.5,444.5,881
YW10-0218S,63,524,0,558,444.5,2098
YW10-0218S,63,525,0,1218,444.5,58
YW10-0218S,63,526,558,397,544,224
YW10-0218S,63,527,558,813,544,38
YW10-0218S,63,528,558,724.5,544,720
YW10-0218S,63,529,558,324,1264,489
YW10-0218S,63,530,558,981,1264,174
YW10-0218S,64,531,0,390,0,538
YW10-0218S,64,532,0,1013,538,984
YW10-0218S,64,533,0,801,538,2001
YW10-0218S,64,534,390,118,0,438
YW10-0218S,64,535,508,488,0,118
YW10-0218S,65,536,0,58,0,1918
YW10-0218S,65,537,58,328,0,322
YW10-0218S,65,538,386,242,0,843
YW10-0218S,65,539,628,58,0,2098
YW10-0218S,65,540,628,2418,0,58
YW10-0218S,65,541,686,341,58,489
YW10-0218S,65,542,686,402,547,249
YW10-0218S,65,543,0,958,2098,250
YW10-0218S,66,544,0,58,0,2196
YW10-0218S,66,545,0,2251,0,812
YW10-0218S,67,546,0,98,0,698
YW10-0218S,67,547,98,338,0,78
YW10-0218S,67,548,98,841,78,598
YW10-0218S,67,549,98,588,676,572
YW10-0218S,67,550,686,282,676,214.5
YW10-0218S,67,551,686,461,890.5,373
YW10-0218S,67,552,686,711,890.5,2001
YW10-0218S,68,553,0,488,0,68
YW10-0218S,68,554,488,463.3,0,275
YW10-0218S,68,555,0,565,275,1362
YW10-0218S,68,556,0,488,68,158
YW10-0218S,68,557,0,738,1637,374
YW10-0218S,68,558,738,420.5,275,1934
YW10-0218S,68,559,0,758,2209,98
YW10-0218S,68,560,0,295,2209,1366
YW10-0218S,68,561,0,702,2209,516.5
YW10-0218S,69,562,0,770,0,530
YW10-0218S,69,563,0,677,530,832
YW10-0218S,69,564,770,431,0,738.5
YW10-0218S,69,565,0,704,1362,329
YW10-0218S,69,567,0,698,1362,866
YW10-0218S,69,568,0,826,1362,413
YW10-0218S,69,569,677,378,738.5,224
YW10-0218S,70,570,0,2081,0,419
YW10-0218S,70,571,0,438.5,0,2291
YW10-0218S,70,572,438.5,420,419,349.5
YW10-0218S,70,573,438.5,438,768.5,238
YW10-0218S,71,574,0,58,0,2103
YW10-0218S,71,575,58,707,0,2301
YW10-0218S,71,576,765,328,0,315
YW10-0218S,71,577,765,694,0,279
YW10-0218S,71,578,765,676,0,346
YW10-0218S,71,579,765,377,346,401.5
YW10-0218S,71,580,765,1460,346,58
YW10-0218S,71,581,1142,58,404,1878
YW10-0218S,71,582,765,383,2282,92.5
YW10-0218S,71,583,765,430,2282,460
YW10-0218S,72,584,0,1458,0,369
YW10-0218S,72,585,0,378,369,224
YW10-0218S,72,586,378,760,369,401.5
YW10-0218S,72,587,0,370,593,1198
YW10-0218S,72,588,0,58,593,2353
YW10-0218S,72,589,370,680,770.5,378
YW10-0218S,72,590,370,644,1148.5,717
YW10-0218S,72,591,58,420,1865.5,351.5
YW10-0218S,72,592,478,658,1865.5,444
YW10-0218S,72,593,1138,58,369,1738
YW10-0218S,72,594,1050,58,770.5,217
YW10-0218S,72,595,1050,347,770.5,374
YW10-0218S,73,596,0,588,0,572
YW10-0218S,73,597,588,397,0,579
YW10-0218S,73,598,0,538,572,153.5
YW10-0218S,73,599,538,359,579,524.5
YW10-0218S,73,600,0,560,1103.5,327
YW10-0218S,73,601,0,771,1430.5,549
YW10-0218S,73,602,0,386.5,1430.5,1932
YW10-0218S,73,603,386.5,517,1979.5,423
YW10-0218S,74,604,0,503.5,0,327
YW10-0218S,74,605,503.5,364,0,339
YW10-0218S,74,606,0,831,339,508.5
YW10-0218S,74,607,0,992,847.5,558
YW10-0218S,74,609,0,478,1405.5,527.5
YW10-0218S,74,610,0,2196,1405.5,579
YW10-0218S,75,611,0,527,0,389
YW10-0218S,75,612,527,507.5,0,662.5
YW10-0218S,75,613,0,448,389,898
YW10-0218S,75,614,0,880,1287,348
YW10-0218S,75,615,0,507.5,1635,662.5
YW10-0218S,75,616,1034.5,158,0,438
YW10-0218S,75,617,1034.5,2198,0,580
YW10-0218S,76,618,0,348,0,631
YW10-0218S,76,619,348,651,0,239
YW10-0218S,76,620,348,443,239,558
YW10-0218S,76,621,791,308,239,719
YW10-0218S,76,622,0,602,797,795
YW10-0218S,76,623,0,448,797,1658
YW10-0218S,76,624,448,694,1592,279
YW10-0218S,76,625,1099,38,0,498.5
YW10-0218S,76,626,1099,297,0,762
YW10-0218S,76,627,1099,307.5,0,862
YW10-0218S,76,628,602,158,797,288
YW10-0218S,77,629,0,388,0,158
YW10-0218S,77,630,388,538,0,819
YW10-0218S,77,631,0,1172.5,819,528
YW10-0218S,77,632,0,338,158,118
YW10-0218S,77,633,0,1326,158,459.5
YW10-0218S,77,634,0,459.5,1347,495
YW10-0218S,77,635,0,1968,1347,55
YW10-0218S,77,636,0,798,1842,258
YW10-0218S,77,637,798,298,1402,1008
YW10-0218S,78,638,0,1998,0,330
YW10-0218S,78,639,0,522,330,58
YW10-0218S,78,640,522,338,330,158
YW10-0218S,78,641,522,38,330,2294
YW10-0218S,78,642,0,412.5,388,1934
YW10-0218S,78,643,560,443,488,1551
YW10-0218S,79,644,0,1120.5,0,882
YW10-0218S,79,645,0,882,0,1638.5
YW10-0218S,79,646,0,654.5,1638.5,721
YW10-0218S,80,647,0,160.5,0,382
YW10-0218S,80,648,160.5,58,0,1012
YW10-0218S,80,649,218.5,762,0,508
YW10-0218S,80,650,218.5,360,508,557
YW10-0218S,80,651,0,918,1065,58
YW10-0218S,80,652,980.5,158,0,288
YW10-0218S,80,653,0,664,1123,288
YW10-0218S,80,654,0,579,1123,2196
YW10-0218S,80,655,918,278,508,1536
YW10-0218S,80,656,579,527,2044,361
YW10-0218S,81,657,0,560,0,395
YW10-0218S,81,658,560,636,0,58
YW10-0218S,81,659,560,610,58,651
YW10-0218S,81,660,0,863.5,709,499.5
