原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
FMB-0215S,6,4454,0,715,1082,58
FMB-0215S,6,4455,715,308,1082,801
FMB-0215S,6,4456,0,329,1140,882
FMB-0215S,6,4457,0,394,1140,2194
FMB-0215S,7,4458,0,321,0,198
FMB-0215S,7,4459,321,523.5,0,239
FMB-0215S,7,4460,844.5,168.5,0,488
FMB-0215S,7,4461,0,560,239,851
FMB-0215S,7,4462,560,598,488,528
FMB-0215S,7,4463,560,378,1016,872.5
FMB-0215S,7,4464,0,560,1090,1003
FMB-0215S,7,4465,0,870,2093,308
FMB-0215S,8,4466,0,348,0,2025
FMB-0215S,8,4467,0,2388,0,596
FMB-0215S,8,4468,348,577,596,861
FMB-0215S,8,4469,348,363,1457,349
FMB-0215S,9,4470,0,422,0,58
FMB-0215S,9,4471,422,362,0,328
FMB-0215S,9,4472,784,339,0,654
FMB-0215S,9,4473,1123,58,0,1568
FMB-0215S,9,4474,0,58,58,1025
FMB-0215S,9,4475,58,558,328,201
FMB-0215S,9,4476,58,361,529,471
FMB-0215S,9,4477,616,118,328,488
FMB-0215S,9,4478,419,583.5,816,459
FMB-0215S,9,4479,1002.5,83,654,472
FMB-0215S,9,4480,0,691,1275,58
FMB-0215S,9,4481,0,452,1333,815
FMB-0215S,10,4482,0,308,0,802
FMB-0215S,10,4483,308,866,0,1978
FMB-0215S,10,4484,0,625,1978,52.5
FMB-0215S,10,4485,0,558,1978,791
FMB-0215S,11,4486,0,288,0,118
FMB-0215S,11,4487,288,298,0,2220
FMB-0215S,11,4488,586,297,0,802
FMB-0215S,11,4489,586,525,802,465
FMB-0215S,11,4490,586,527,1267,922
FMB-0215S,11,4491,586,470,2189,48
FMB-0215S,11,4492,586,798,2189,318
FMB-0215S,11,4493,0,488,2220,158
FMB-0215S,12,4494,0,58,0,678
FMB-0215S,12,4495,58,48,0,494
FMB-0215S,12,4496,106,330,0,891
FMB-0215S,12,4497,436,738,0,568
FMB-0215S,12,4498,436,175,568,278
FMB-0215S,12,4499,611,270,568,58
FMB-0215S,12,4500,881,300,568,861
FMB-0215S,12,4501,611,196,626,519
FMB-0215S,12,4502,0,545,891,375
FMB-0215S,12,4503,545,155,1145,756
FMB-0215S,12,4504,700,83,1145,841
FMB-0215S,12,4505,700,485,1145,2432
FMB-0215S,13,4506,0,408,0,523
FMB-0215S,13,4507,0,858,523,349.8
FMB-0215S,13,4508,408,480,0,198
FMB-0215S,13,4509,888,78,0,488
FMB-0215S,13,4510,0,942,872.8,395.5
FMB-0215S,13,4511,0,2286,872.8,277
FMB-0215S,13,4512,0,1236,872.8,348
FMB-0215S,13,4513,0,1998,872.8,58
FMB-0215S,14,4514,0,900,0,1105.5
FMB-0215S,14,4515,0,438,1105.5,78
FMB-0215S,14,4516,0,1025,1183.5,301.5
FMB-0215S,14,4517,1025,93,0,1784
FMB-0215S,14,4518,0,273,1485,616
FMB-0215S,14,4519,273,267.5,1485,621.5
FMB-0215S,14,4520,540.5,238,1485,465
FMB-0215S,14,4521,0,858,2106.5,58
FMB-0215S,14,4522,0,1698,2106.5,348
FMB-0215S,14,4523,0,379,2106.5,562
FMB-0215S,15,4524,0,2308,0,58
FMB-0215S,15,4525,0,254,58,172.5
FMB-0215S,15,4526,254,395,58,709
FMB-0215S,15,4527,649,415.5,58,780.5
FMB-0215S,15,4528,649,2398,58,398
FMB-0215S,15,4529,0,328,767,308
FMB-0215S,15,4530,328,411,838.5,790
FMB-0215S,15,4531,328,565,838.5,951
FMB-0215S,16,4532,0,2099,0,425
FMB-0215S,16,4533,0,38,425,1938
FMB-0215S,16,4535,0,1462,425,891
FMB-0215S,16,4536,0,1198,2363,53
FMB-0215S,16,4537,38,548,1316,424.5
FMB-0215S,17,4538,0,58,0,342
FMB-0215S,17,4539,58,988,0,954.5
FMB-0215S,17,4540,0,616,954.5,273
FMB-0215S,17,4541,616,289,954.5,514.5
FMB-0215S,17,4542,0,556,1227.5,371
FMB-0215S,17,4543,0,1861,1227.5,58
FMB-0215S,17,4544,0,865,1598.5,132.5
FMB-0215S,17,4545,0,1247,1598.5,579
FMB-0215S,17,4546,0,670,2177.5,175.5
FMB-0215S,17,4547,0,358,2177.5,772
FMB-0215S,18,4548,0,317.5,0,347
FMB-0215S,18,4549,317.5,888,0,38
FMB-0215S,18,4550,317.5,58,38,1198
FMB-0215S,18,4551,375.5,58,38,2243
FMB-0215S,18,4552,433.5,770,38,579
FMB-0215S,18,4553,433.5,559,617,360
FMB-0215S,18,4554,433.5,785,977,1049.5
FMB-0215S,18,4555,433.5,631,2026.5,267.5
FMB-0215S,18,4556,433.5,557,2026.5,366
FMB-0215S,18,4557,433.5,422,2026.5,550.5
FMB-0215S,18,4558,0,58,347,442
FMB-0215S,18,4559,58,88,347,1784
FMB-0215S,18,4560,58,317.5,347,425
FMB-0215S,18,4561,146,48,772,470
FMB-0215S,19,4562,0,510,0,1194
FMB-0215S,19,4563,510,344,0,381.5
FMB-0215S,19,4565,854,288,0,118
FMB-0215S,19,4566,0,870,1194,308
FMB-0215S,20,4567,0,2296,0,852
FMB-0215S,21,4568,0,575,0,946
FMB-0215S,21,4569,0,2301,0,967
FMB-0215S,22,4570,0,421,0,378
FMB-0215S,22,4571,421,174.5,0,545
FMB-0215S,22,4572,595.5,58,0,1004
FMB-0215S,22,4573,0,691,1004,58
FMB-0215S,22,4574,0,888,1062,386
FMB-0215S,22,4575,653.5,378,0,880
FMB-0215S,22,4576,888,317,880,923
FMB-0215S,22,4577,0,536,1448,890
FMB-0215S,22,4578,0,776,1448,310
FMB-0215S,22,4579,0,2360,1448,58
FMB-0215S,22,4580,1031.5,83,0,472
FMB-0215S,22,4581,0,770,2338,58
FMB-0215S,22,4582,0,408,378,360
FMB-0215S,22,4583,0,771,378,427
FMB-0215S,23,4584,0,58,0,1138
FMB-0215S,23,4585,58,407,0,816
FMB-0215S,23,4586,465,472,0,510
FMB-0215S,23,4587,937,58,0,329
FMB-0215S,23,4588,465,422,510,347
FMB-0215S,23,4589,58,379,816,1277
FMB-0215S,23,4590,58,425,816,2001
FMB-0215S,23,4591,58,847,816,340
FMB-0215S,23,4592,58,1198,816,380
FMB-0215S,24,4593,0,378,0,421
FMB-0215S,24,4594,378,359.5,0,762
FMB-0215S,24,4595,0,772,762,358
FMB-0215S,24,4596,737.5,78,0,488
FMB-0215S,24,4597,737.5,2094,0,530
FMB-0215S,24,4598,0,647,1120,538
FMB-0215S,24,4599,737.5,388,530,78
FMB-0215S,24,4600,647,548,1120,648
FMB-0215S,24,4601,647,58,1120,2291
FMB-0215S,24,4602,0,202,421,58
FMB-0215S,25,4603,0,424.5,0,548
FMB-0215S,25,4604,424.5,439,0,710
FMB-0215S,25,4605,0,445,710,843.5
FMB-0215S,25,4606,863.5,288,0,118
FMB-0215S,25,4607,445,398,710,1518
FMB-0215S,25,4608,445,606,710,295
FMB-0215S,25,4609,0,802,2228,58
FMB-0215S,26,4610,0,513.5,0,92.5
FMB-0215S,26,4611,513.5,58,0,1517
FMB-0215S,26,4612,571.5,348,0,1386.5
FMB-0215S,26,4613,0,328,92.5,180
FMB-0215S,26,4614,571.5,545,1386.5,371.5
FMB-0215S,26,4615,919.5,162,0,327
FMB-0215S,26,4616,919.5,770,0,2306
FMB-0215S,26,4617,0,220,272.5,328
FMB-0215S,27,4618,0,88,0,631
FMB-0215S,27,4619,88,536,0,114
FMB-0215S,27,4620,624,439,0,442
FMB-0215S,27,4621,88,303.5,114,375
FMB-0215S,27,4622,391.5,358,442,772
FMB-0215S,27,4623,749.5,370,442,121.5
FMB-0215S,27,4625,0,702,1214,598
FMB-0215S,27,4626,749.5,447,563.5,502
FMB-0215S,27,4627,0,893,1812,176
FMB-0215S,27,4628,0,80,1812,2415
FMB-0215S,27,4629,88,288.5,489,325.5
FMB-0215S,27,4630,391.5,175,114,242
FMB-0215S,27,4631,391.5,38,114,2238
FMB-0215S,28,4632,0,238,0,78
FMB-0215S,28,4633,238,118,0,238
FMB-0215S,28,4634,238,2306,0,770
FMB-0215S,28,4635,0,951,770,58
FMB-0215S,28,4636,0,862,828,319
FMB-0215S,28,4637,0,495,1147,377
FMB-0215S,28,4638,495,654,1147,144.5
FMB-0215S,28,4639,0,198,78,388
FMB-0215S,28,4640,495,483,1291.5,267.5
FMB-0215S,29,4641,0,518,0,380
FMB-0215S,29,4642,518,488,0,158
FMB-0215S,29,4643,518,584,158,428.5
FMB-0215S,29,4644,0,448,380,1598
FMB-0215S,29,4645,448,488,586.5,118
FMB-0215S,29,4647,1102,78,0,488
FMB-0215S,29,4648,448,445,704.5,444
FMB-0215S,29,4649,448,554,1148.5,455
FMB-0215S,29,4650,448,488,1603.5,58
FMB-0215S,29,4651,1102,118,488,388
FMB-0215S,29,4653,448,589.5,1661.5,425
FMB-0215S,29,4654,1037.5,58,586.5,1247
FMB-0215S,29,4655,1037.5,615,586.5,1071
FMB-0215S,30,4656,0,325,0,862
FMB-0215S,30,4657,325,802,0,58
FMB-0215S,30,4658,325,2298,0,445
FMB-0215S,30,4659,0,1218,862,58
FMB-0215S,30,4660,0,852,920,579
FMB-0215S,30,4661,0,1375,920,599.5
FMB-0215S,30,4662,325,519,445,345
FMB-0215S,31,4663,0,178,0,320
FMB-0215S,31,4664,0,1071,320,58
FMB-0215S,31,4665,0,2078,320,58
FMB-0215S,31,4666,178,201,0,48
FMB-0215S,31,4667,178,822,0,2066
FMB-0215S,31,4668,178,558,0,508
FMB-0215S,31,4669,178,428,0,584
FMB-0215S,31,4670,0,172.5,378,639
FMB-0215S,32,4671,0,546,0,950
FMB-0215S,32,4672,546,197,0,38
FMB-0215S,32,4673,546,1961,0,931
FMB-0215S,32,4674,0,694.5,950,278
FMB-0215S,33,4676,0,1422,0,347
FMB-0215S,33,4677,0,930,347,558
FMB-0215S,33,4678,0,508,905,1460
FMB-0215S,33,4679,0,511.5,905,2088
FMB-0215S,34,4680,0,1001,0,342
FMB-0215S,34,4681,0,417,342,2020
FMB-0215S,34,4682,417,431,342,405
FMB-0215S,34,4683,417,2432,342,485
FMB-0215S,34,4684,417,1021.5,342,327
FMB-0215S,35,4685,0,573,0,53
FMB-0215S,35,4686,573,580,0,2403
FMB-0215S,35,4687,0,498.5,53,530
FMB-0215S,35,4688,0,418,583,536
FMB-0215S,35,4689,0,821,583,448
FMB-0215S,35,4691,0,395,1119,709
FMB-0215S,35,4692,418,78,1031,438
FMB-0215S,35,4693,0,337,1828,489
FMB-0215S,36,4694,0,1163,0,327
FMB-0215S,36,4695,0,550,327,576
FMB-0215S,36,4696,550,582,327,698
FMB-0215S,36,4697,0,118,903,238
FMB-0215S,36,4698,0,568,903,2285
FMB-0215S,36,4699,0,1562,903,58
FMB-0215S,37,4701,0,722,0,1172
FMB-0215S,37,4702,0,682,0,2123
FMB-0215S,37,4703,722,337,0,900
FMB-0215S,37,4704,722,323,900,339.5
FMB-0215S,37,4705,682,390,1239.5,58
FMB-0215S,38,4706,0,2258,0,580
FMB-0215S,38,4707,0,48,580,175
FMB-0215S,38,4708,48,58,580,1718
FMB-0215S,38,4709,106,282,580,233
FMB-0215S,38,4710,388,442.5,580,350
FMB-0215S,38,4711,106,545,930,375
FMB-0215S,38,4712,830.5,118,580,288
FMB-0215S,38,4713,830.5,394,580,1847
FMB-0215S,38,4714,651,58,930,866
FMB-0215S,38,4715,106,438,1305,198
FMB-0215S,38,4716,106,543,1503,377
FMB-0215S,39,4717,0,98,0,112
FMB-0215S,39,4718,98,510,0,289
FMB-0215S,39,4719,0,929,289,462
FMB-0215S,39,4720,608,575.5,0,168.5
FMB-0215S,39,4721,608,1712,0,58
FMB-0215S,39,4722,608,373,168.5,58
FMB-0215S,39,4723,608,509,226.5,52.5
FMB-0215S,39,4724,0,520,751,608
FMB-0215S,39,4725,520,422,751,329
FMB-0215S,39,4726,929,145,279,397
FMB-0215S,39,4727,0,859,1359,327
FMB-0215S,39,4728,1117,78,168.5,388
FMB-0215S,39,4729,1117,898,168.5,1182
FMB-0215S,39,4730,859,198,1080,733
FMB-0215S,40,4731,0,253,0,328
FMB-0215S,40,4732,0,1333,0,263
FMB-0215S,40,4733,253,448,263,998
FMB-0215S,40,4734,253,2194,263,419
FMB-0215S,40,4735,0,131.5,328,508
FMB-0215S,40,4736,701,327,682,802
FMB-0215S,41,4737,0,550,0,576
FMB-0215S,41,4738,0,1004,0,2055
FMB-0215S,42,4739,0,1649,0,420
FMB-0215S,42,4740,0,913,420,162
FMB-0215S,42,4741,913,118,420,488
FMB-0215S,42,4742,0,443,582,462
FMB-0215S,42,4743,443,761,908,359.5
FMB-0215S,42,4744,443,429,908,1598
FMB-0215S,42,4745,443,422,582,58
FMB-0215S,42,4746,443,238,640,118
FMB-0215S,42,4747,443,2168,640,58
FMB-0215S,42,4748,443,661,640,124.5
FMB-0215S,43,4749,0,327,0,871
FMB-0215S,43,4750,327,327,0,859
FMB-0215S,43,4751,654,124.5,0,588.5
FMB-0215S,43,4752,778.5,338,0,78
FMB-0215S,43,4753,778.5,857,0,1978
FMB-0215S,43,4754,0,798,1978,299
FMB-0215S,43,4755,0,858,2277,58
FMB-0215S,43,4756,327,216.5,859,802
FMB-0215S,44,4757,0,579,0,422
FMB-0215S,44,4758,579,291,0,980
FMB-0215S,44,4759,0,431.2,422,358
FMB-0215S,44,4760,0,656,980,520
FMB-0215S,44,4761,0,2264,980,455
FMB-0215S,44,4762,870,58,0,862
FMB-0215S,44,4763,0,864,1500,449
FMB-0215S,44,4764,0,58,1500,1898
FMB-0215S,45,4765,0,449.5,0,897
FMB-0215S,45,4766,449.5,420,0,1649
FMB-0215S,45,4767,449.5,530,0,2148
FMB-0215S,45,4768,449.5,488,0,362
FMB-0215S,45,4769,979.5,78,0,388
FMB-0215S,45,4770,1057.5,38,0,2398
FMB-0215S,45,4771,1057.5,558,0,337
FMB-0215S,45,4772,0,820,2148,202
FMB-0215S,45,4773,0,298,897,98
FMB-0215S,46,4774,0,770,0,58
FMB-0215S,46,4775,0,653,58,172.5
FMB-0215S,46,4776,0,866,230.5,58
FMB-0215S,46,4777,0,479.5,288.5,671
FMB-0215S,46,4778,770,338,0,198
FMB-0215S,46,4779,770,866,0,1996
FMB-0215S,47,4780,0,201,0,48
FMB-0215S,47,4781,201,891,0,240
FMB-0215S,47,4782,0,220,240,328
FMB-0215S,47,4783,0,1638,240,38
FMB-0215S,47,4784,220,297,278,691
FMB-0215S,47,4785,517,318,278,823
FMB-0215S,47,4786,517,328,278,2363
FMB-0215S,47,4788,517,579,278,1247
FMB-0215S,48,4789,0,2152,0,580
FMB-0215S,49,4790,0,780,0,58
FMB-0215S,49,4791,780,220,0,1778.5
FMB-0215S,49,4792,1000,92.5,0,571
FMB-0215S,49,4793,1000,2398,0,38
FMB-0215S,49,4794,1000,1139,0,2055
FMB-0215S,50,4795,0,642,0,299
FMB-0215S,50,4796,642,549.5,0,423.3
FMB-0215S,50,4797,642,2001,0,399.3
FMB-0215S,50,4798,0,580,299,458.5
FMB-0215S,50,4799,580,558,423.3,337
FMB-0215S,50,4800,0,718,760.3,1368
FMB-0215S,51,4801,0,1071,0,617
FMB-0215S,51,4802,0,328,617,422
FMB-0215S,51,4803,328,352,617,858
FMB-0215S,51,4804,680,412.5,617,358
FMB-0215S,51,4805,680,654,617,1198
FMB-0215S,51,4806,0,317.5,1039,347
FMB-0215S,51,4807,0,921,1815,397
FMB-0215S,52,4808,0,781,0,413
FMB-0215S,52,4809,0,598,413,722
FMB-0215S,52,4810,781,395,0,377
FMB-0215S,52,4811,781,2360,0,307
FMB-0215S,52,4812,0,1198,1135,380
FMB-0215S,52,4813,0,946,1515,575
FMB-0215S,52,4814,598,509,413,312
FMB-0215S,53,4815,0,58,0,2403
FMB-0215S,53,4816,58,930,0,516
FMB-0215S,53,4817,58,358,516,551.5
FMB-0215S,53,4818,416,742,516,566
FMB-0215S,53,4819,58,178,1067.5,811
FMB-0215S,53,4820,236,662,1082,900
FMB-0215S,53,4821,1158,38,0,2398
FMB-0215S,53,4822,58,865,1982,379
FMB-0215S,53,4824,58,300,1982,295
FMB-0215S,53,4825,58,348,1982,330
FMB-0215S,54,4826,0,263,0,1333
FMB-0215S,54,4827,263,254,0,172.5
FMB-0215S,54,4828,517,297,0,923
FMB-0215S,54,4829,263,558,923,645
FMB-0215S,54,4830,814,118,0,488
FMB-0215S,54,4831,0,844,1568,253
FMB-0215S,54,4832,814,320,488,178
FMB-0215S,54,4833,814,377,488,1712
FMB-0215S,54,4834,0,472,1821,499.5
FMB-0215S,54,4835,0,2398,1821,38
FMB-0215S,54,4836,0,361,1821,308.5
FMB-0215S,54,4837,0,405,1821,982.5
FMB-0215S,55,4838,0,556,0,358
FMB-0215S,55,4839,556,180,0,328
FMB-0215S,55,4840,556,518,328,380
FMB-0215S,55,4841,0,200.5,358,1932
FMB-0215S,55,4843,200.5,378,708,920
FMB-0215S,55,4844,578.5,350,708,434.5
FMB-0215S,55,4845,578.5,785,708,1049.5
FMB-0215S,55,4846,578.5,1748,708,422
FMB-0215S,55,4847,736,118,0,238
FMB-0215S,55,4848,200.5,678,1757.5,38
FMB-0215S,56,4849,0,162,0,276
FMB-0215S,56,4850,162,832,0,802
FMB-0215S,56,4851,0,422,802,1515.5
FMB-0215S,56,4852,422,656,802,520
FMB-0215S,56,4853,422,711.5,1322,363
FMB-0215S,56,4854,422,348,1685,503
FMB-0215S,56,4855,422,733,2188,237
FMB-0215S,57,4856,0,2328,0,578
FMB-0215S,57,4857,0,580,578,52.5
FMB-0215S,57,4858,580,433.5,578,813
FMB-0215S,57,4859,580,2394.5,578,440
FMB-0215S,58,4860,0,399.3,0,560
FMB-0215S,58,4861,0,2234,0,482.5
FMB-0215S,58,4862,399.3,205,482.5,278
FMB-0215S,58,4863,604.3,58,482.5,397
FMB-0215S,58,4864,0,852,879.5,58
FMB-0215S,58,4865,0,1868,879.5,58
FMB-0215S,58,4866,662.3,332,482.5,58
FMB-0215S,58,4867,0,38,937.5,509
FMB-0215S,58,4868,38,308,937.5,420
FMB-0215S,58,4869,38,398,937.5,1886
FMB-0215S,58,4870,38,821,937.5,579
FMB-0215S,59,4871,0,58,0,1002
FMB-0215S,59,4872,58,348,0,1386.5
FMB-0215S,59,4873,58,1480,0,88
FMB-0215S,59,4874,0,891,1386.5,557
FMB-0215S,59,4875,0,942,1943.5,395
FMB-0215S,59,4876,406,325,88,324.5
FMB-0215S,59,4878,731,243,88,919
FMB-0215S,59,4879,406,301.5,412.5,427
FMB-0215S,59,4880,406,288,839.5,118
FMB-0215S,59,4881,406,584.5,839.5,488
FMB-0215S,59,4882,891,288,1327.5,78
FMB-0215S,60,4883,0,430,0,548.5
FMB-0215S,60,4884,430,58,0,967
FMB-0215S,60,4885,488,288.5,0,325.5
FMB-0215S,60,4886,488,445,0,2298
FMB-0215S,60,4887,933,38,0,2398
FMB-0215S,60,4888,933,929,0,462
FMB-0215S,60,4889,971,78,462,438
FMB-0215S,60,4890,0,888,2298,58
FMB-0215S,61,4891,0,1783,0,560
FMB-0215S,61,4892,0,449.5,560,897
FMB-0215S,61,4893,449.5,558,560,645
FMB-0215S,61,4894,449.5,547.5,560,1878
FMB-0215S,61,4895,0,242.5,1457,717
FMB-0215S,62,4896,0,1440,0,251.5
FMB-0215S,62,4897,0,603,251.5,124.5
FMB-0215S,62,4898,0,2298,251.5,445
FMB-0215S,62,4899,0,38,696.5,317
FMB-0215S,62,4900,38,871,696.5,567
FMB-0215S,63,4901,0,821,0,2161
FMB-0215S,63,4902,0,480,0,2398
FMB-0215S,64,4903,0,2051,0,422
FMB-0215S,64,4904,0,758,422,627
FMB-0215S,64,4905,0,555,1049,857
FMB-0215S,64,4906,0,890,1906,362
FMB-0215S,64,4907,758,342,422,1001
FMB-0215S,64,4908,758,358,422,557
FMB-0215S,64,4909,555,289,1423,435
FMB-0215S,65,4910,0,306,0,861
FMB-0215S,65,4911,0,1823,0,38
FMB-0215S,65,4912,306,502,38,447
FMB-0215S,65,4913,306,877,485,589.5
FMB-0215S,65,4914,0,588,1074.5,430
FMB-0215S,65,4915,808,370,38,276
FMB-0215S,65,4916,1178,38,38,198
FMB-0215S,65,4917,0,662,1504.5,559
FMB-0215S,65,4918,0,568,1504.5,531
FMB-0215S,65,4919,0,307,1504.5,1987
FMB-0215S,65,4920,588,271,1074.5,362
FMB-0215S,66,4921,0,2248,0,293
FMB-0215S,66,4922,0,486,293,58
FMB-0215S,66,4923,486,288,293,118
FMB-0215S,66,4924,0,681,411,278
FMB-0215S,66,4925,0,970,689,510
FMB-0215S,66,4926,0,746,1199,434
FMB-0215S,66,4927,0,560,1199,821
FMB-0215S,66,4928,774,308,293,201
FMB-0215S,66,4929,0,688,2020,52.5
FMB-0215S,66,4930,746,472.5,1199,494.5
FMB-0215S,66,4931,746,448,1199,882
FMB-0215S,67,4932,0,168.5,0,487.5
FMB-0215S,67,4933,0,2051,0,472
FMB-0215S,67,4934,168.5,346,472,1318
FMB-0215S,67,4935,514.5,38,472,630
FMB-0215S,67,4936,552.5,462,472,379
FMB-0215S,67,4937,552.5,394,472,1847
FMB-0215S,67,4938,1014.5,58,472,628
FMB-0215S,67,4939,0,428,1790,235
FMB-0215S,68,4940,0,273,0,616
FMB-0215S,68,4941,273,448,0,866
FMB-0215S,68,4942,721,262,0,292
FMB-0215S,68,4943,983,38,0,280
FMB-0215S,68,4944,1021,58,0,2418
FMB-0215S,68,4945,1021,1258,0,63
FMB-0215S,68,4948,0,878,866,329
FMB-0215S,68,4951,0,762,1195,379
FMB-0215S,68,4952,0,744,1574,58
FMB-0215S,68,4953,0,946,1632,577
FMB-0215S,68,4954,0,712.5,1632,339
FMB-0215S,68,4955,1079,92.5,63,384
FMB-0215S,68,4957,0,388,2209,132.5
FMB-0215S,69,4958,0,446,0,522
FMB-0215S,69,4959,446,173,0,328
FMB-0215S,69,4960,619,370,0,2410
FMB-0215S,69,4961,619,2188,0,58
FMB-0215S,69,4962,0,550,522,1847
FMB-0215S,69,4963,989,58,58,1004
FMB-0215S,69,4964,989,524,58,387
FMB-0215S,70,4967,0,2001,0,579
FMB-0215S,70,4968,0,273,579,348
FMB-0215S,70,4969,273,98,579,901
FMB-0215S,70,4970,273,38,579,2388
FMB-0215S,70,4971,273,482,579,2039
FMB-0215S,70,4972,755,58,579,507
FMB-0215S,71,4973,0,998,0,93
FMB-0215S,71,4974,998,38,0,491
FMB-0215S,71,4975,0,746,93,845
FMB-0215S,71,4976,1036,158,0,488
FMB-0215S,71,4977,0,701.5,938,134
FMB-0215S,71,4978,0,530,1072,539.5
FMB-0215S,71,4979,0,371,1072,2051
FMB-0215S,71,4980,0,869,1072,128
FMB-0215S,71,4981,746,370,491,558
FMB-0215S,72,4982,0,48,0,201
FMB-0215S,72,4983,48,58,0,2388
FMB-0215S,72,4984,106,308,0,420
FMB-0215S,72,4985,414,158,0,438
FMB-0215S,72,4986,572,58,0,892
FMB-0215S,72,4987,630,310,0,807
FMB-0215S,72,4988,940,48,0,255
FMB-0215S,72,4989,106,717,892,278.5
FMB-0215S,72,4990,988,194,0,595
FMB-0215S,72,4991,988,2301,0,507
FMB-0215S,73,4992,0,2051,0,659
FMB-0215S,73,4993,0,328,659,362
FMB-0215S,73,4994,328,398,659,1478
FMB-0215S,74,4995,0,470,0,479.5
FMB-0215S,74,4996,470,310,0,2393
FMB-0215S,74,4997,780,380,0,38
FMB-0215S,74,4998,780,568,0,1623
FMB-0215S,75,4999,0,198,0,388
FMB-0215S,75,5000,198,317,0,923
FMB-0215S,75,5001,515,494.5,0,2221
FMB-0215S,75,5002,515,871,0,1186
FMB-0215S,76,5003,0,1361,0,58
FMB-0215S,76,5004,0,1823,0,578
FMB-0215S,77,5005,0,470,0,479.5
FMB-0215S,77,5006,470,238,0,438
FMB-0215S,77,5007,470,2188,0,970
FMB-0215S,77,5008,0,288,479.5,78
FMB-0215S,78,5009,0,58,0,821
FMB-0215S,78,5010,58,145,0,48
FMB-0215S,78,5011,203,472.5,0,2034
FMB-0215S,78,5012,675.5,488,0,78
FMB-0215S,78,5013,675.5,178,78,811
FMB-0215S,78,5014,0,924,2034,370
FMB-0215S,78,5015,0,964,2034,330
FMB-0215S,78,5016,675.5,495,889,377
FMB-0215S,78,5017,675.5,345,889,2047
FMB-0215S,78,5018,58,58,48,1789
FMB-0215S,79,5019,0,1547.5,0,454
FMB-0215S,79,5020,0,519,454,877
FMB-0215S,79,5021,519,479.5,454,379
FMB-0215S,79,5022,519,430,833,588
FMB-0215S,79,5023,519,2398,833,458
